Word,Part of Speech
acores,Noun
acorn,Noun
acorn barnacle,Noun
acorn cup,Noun
acorn squash,Noun
acorn tube,Noun
acorn-shaped,Adjective
acorus,Noun
acorus calamus,Noun
acousma,Noun
acoustic,Adjective/Noun
acoustic aphasia,Noun
acoustic buoy,Noun
acoustic delay line,Noun
acoustic device,Noun
acoustic gramophone,Noun
acoustic guitar,Noun
acoustic impedance,Noun
acoustic meatus,Noun
acoustic modem,Noun
acoustic nerve,Noun
acoustic phenomenon,Noun
acoustic power,Noun
acoustic projection,Noun
acoustic radiation pressure,Noun
acoustic reactance,Noun
acoustic resistance,Noun
acoustic spectrum,Noun
acoustic storage,Noun
acoustic wave,Noun
acoustical,Adjective
acoustically,Adverb
acoustician,Noun
acousticophobia,Noun
acoustics,Noun
acquaint,Verb
acquaintance,Noun
acquaintanceship,Noun
acquainted,Adjective
acquiesce,Verb
acquiescence,Noun
acquiescent,Adjective
acquirable,Adjective
acquire,Verb
acquired,Adjective
acquired hemochromatosis,Noun
acquired immune deficiency syndrome,Noun
acquired immunity,Noun
acquired reflex,Noun
acquired taste,Noun
acquirement,Noun
acquirer,Noun
acquiring,Noun
acquisition,Noun
acquisition agreement,Noun
acquisitive,Adjective
acquisitiveness,Noun
acquit,Verb
acquittal,Noun
acquittance,Noun
acquitted,Adjective
acragas,Noun
acrasiomycetes,Noun
acre,Noun
acre inch,Noun
acre-foot,Noun
acreage,Noun
acres,Noun
acrid,Adjective
acridid,Noun
acrididae,Noun
acridity,Noun
acridness,Noun
acridotheres,Noun
acridotheres tristis,Noun
acrilan,Noun
acrimonious,Adjective
acrimony,Noun
acris,Noun
acris crepitans,Noun
acris gryllus,Noun
acritical,Adjective
acroanaesthesia,Noun
acroanesthesia,Noun
acrobat,Noun
acrobates,Noun
acrobatic,Adjective
acrobatic feat,Noun
acrobatic stunt,Noun
acrobatics,Noun
acrocarp,Noun
acrocarpous,Adjective
acrocarpous moss,Noun
acrocarpus,Noun
acrocarpus fraxinifolius,Noun
acrocentric,Adjective
acrocentric chromosome,Noun
acrocephalus,Noun
acrocephalus schoenobaenus,Noun
acrocephaly,Noun
acroclinium,Noun
acroclinium roseum,Noun
acrocomia,Noun
acrocomia aculeata,Noun
acrocomia vinifera,Noun
acrocyanosis,Noun
acrodont,Noun
acrogen,Noun
acrogenic,Adjective
acrogenous,Adjective
acrolein,Noun
acromegalia,Noun
acromegalic,Adjective
acromegaly,Noun
acromial process,Noun
acromicria,Noun
acromikria,Noun
acromion,Noun
acromphalus,Noun
acromyotonia,Noun
acronym,Noun
acronymic,Adjective
acronymous,Adjective
acropetal,Adjective
acrophobia,Noun
acrophobic,Adjective
acrophony,Noun
acropolis,Noun
acropora,Noun
acroscopic,Adjective
acrosome,Noun
across,Adverb
across the board,Adverb
across the country,Adverb
across the nation,Adverb
across-the-board,Adjective
acrostic,Noun
acrostichum,Noun
acrostichum aureum,Noun
acrylamide,Noun
acrylate,Noun
acrylate resin,Noun
acrylic,Noun
acrylic acid,Noun
acrylic fiber,Noun
acrylic paint,Noun
acrylic resin,Noun
acrylonitrile,Noun
acrylonitrile-butadiene-styrene,Noun
act,Noun/Verb
act as,Verb
act involuntarily,Verb
act of god,Noun
act of terrorism,Noun
act on,Verb
act out,Verb
act reflexively,Verb
act superior,Verb
act up,Verb
act upon,Verb
actable,Adjective
actaea,Noun
actaea alba,Noun
actaea rubra,Noun
acth,Noun
actias,Noun
actias luna,Noun
actifed,Noun
actin,Noun
actinal,Adjective
actinaria,Noun
acting,Adjective/Noun
acting out,Noun
actinia,Noun
actinian,Noun
actiniaria,Noun
actiniarian,Noun
actinic,Adjective
actinic dermatitis,Noun
actinic keratosis,Noun
actinic radiation,Noun
actinic ray,Noun
actinide,Noun
actinide series,Noun
actinidia,Noun
actinidia arguta,Noun
actinidia chinensis,Noun
actinidia deliciosa,Noun
actinidia polygama,Noun
actinidiaceae,Noun
actiniopteris,Noun
actinism,Noun
actinium,Noun
actinoid,Adjective/Noun
actinolite,Noun
actinomeris,Noun
actinomeris alternifolia,Noun
actinometer,Noun
actinometric,Adjective
actinometrical,Adjective
actinometry,Noun
actinomorphic,Adjective
actinomorphous,Adjective
actinomyces,Noun
actinomycetaceae,Noun
actinomycetal,Adjective
actinomycetales,Noun
actinomycete,Noun
actinomycetous,Adjective
actinomycin,Noun
actinomycosis,Noun
actinomycotic,Adjective
actinomyxidia,Noun
actinomyxidian,Noun
actinon,Noun
actinopod,Noun
actinopoda,Noun
actinotherapy,Noun
actinozoa,Noun
actinozoan,Noun
action,Noun/Verb
action at law,Noun
action mechanism,Noun
action officer,Noun
action painting,Noun
action plant,Noun
action potential,Noun
action replay,Noun
action spectrum,Noun
actionable,Adjective
actitis,Noun
actitis hypoleucos,Noun
actitis macularia,Noun
actium,Noun
activase,Noun
activate,Verb
activated,Adjective
activated carbon,Noun
activated charcoal,Noun
activating,Adjective/Noun
activating agent,Noun
activation,Noun
activation energy,Noun
activator,Noun
active,Adjective/Noun
active agent,Noun
active air defense,Noun
active application,Noun
active birth,Noun
active citizen,Noun
active immunity,Noun
active matrix screen,Noun
active placebo,Noun
active site,Noun
active transport,Noun
active trust,Noun
active voice,Noun
actively,Adverb
activeness,Noun
activewear,Noun
activism,Noun
activist,Adjective/Noun
activistic,Adjective
activity,Noun
actomyosin,Noun
actor,Noun
actor's agent,Noun
actor's assistant,Noun
actor's line,Noun
actress,Noun
acts,Noun
acts of the apostles,Noun
actual,Adjective
actual damages,Noun
actual eviction,Noun
actual possession,Noun
actual sin,Noun
actualisation,Noun
actualise,Verb
actuality,Noun
actualization,Noun
actualize,Verb
actually,Adverb
actuarial,Adjective
actuarial table,Noun
actuary,Noun
actuate,Verb
actuated,Adjective
actuating,Adjective
actuation,Noun
actuator,Noun
actus reus,Noun
acuate,Adjective
acuity,Noun
acular,Noun
aculea,Noun
aculeate,Adjective
aculeated,Adjective
aculeus,Noun
acumen,Noun
acuminate,Adjective/Verb
acuminate leaf,Noun
acupressure,Noun
acupuncture,Noun
acute,Adjective/Noun
acute accent,Noun
acute angle,Noun
acute anterior poliomyelitis,Noun
acute brain disorder,Noun
acute gastritis,Noun
acute glaucoma,Noun
acute glossitis,Noun
acute hemorrhagic encephalitis,Noun
acute inclusion body encephalitis,Noun
acute kidney failure,Noun
acute leukemia,Noun
acute lymphoblastic leukemia,Noun
acute lymphocytic leukemia,Noun
acute myelocytic leukemia,Noun
acute myeloid leukemia,Noun
acute organic brain syndrome,Noun
acute pyelonephritis,Noun
acute renal failure,Noun
acute schizophrenic episode,Noun
acute triangle,Noun
acute-angled triangle,Noun
acutely,Adverb
acuteness,Noun
acyclic,Adjective
acyclovir,Noun
acyl,Noun
acyl anhydrides,Noun
acyl group,Noun
acyl halide,Noun
acylation,Noun
acylglycerol,Noun
ad,Adverb/Noun
ad agency,Noun
ad blitz,Noun
ad campaign,Noun
ad hoc,Adjective/Adverb
ad hominem,Adjective
ad infinitum,Adverb
ad interim,Adverb
ad lib,Adverb
ad libitum,Adverb
ad nauseam,Adverb
ad val,Adverb
ad valorem,Adverb
ad valorem tax,Noun
ad-lib,Adjective/Noun/Verb
ada,Noun
ada-scid,Noun
adactylia,Noun
adactylism,Noun
adactylous,Adjective
adactyly,Noun
adad,Noun
adage,Noun
adagio,Adjective/Adverb/Noun
adalia,Noun
adalia bipunctata,Noun
adam,Noun
adam smith,Noun
adam's apple,Noun
adam's needle,Noun
adam's needle-and-thread,Noun
adam's peak,Noun
adam-and-eve,Noun
adamance,Noun
adamant,Adjective/Noun
adamantine,Adjective
adamantly,Adverb
adams,Noun
adams-stokes syndrome,Noun
adana,Noun
adansonia,Noun
adansonia digitata,Noun
adansonia gregorii,Noun
adapa,Noun
adapid,Noun
adapid group,Noun
adapin,Noun
adapt,Verb
adaptability,Noun
adaptable,Adjective
adaptation,Noun
adaptational,Adjective
adaptative,Adjective
adapted,Adjective
adapter,Noun
adaption,Noun
adaptive,Adjective
adaptive radiation,Noun
adaptor,Noun
adar,Noun
adar sheni,Noun
adaxial,Adjective
adaxially,Adverb
add,Noun/Verb
add on,Verb
add to,Verb
add together,Verb
add up,Verb
add-in,Noun
add-on,Noun
addable,Adjective
addax,Noun
addax nasomaculatus,Noun
addend,Noun
addendum,Noun
adder,Noun
adder's fern,Noun
adder's tongue,Noun
adder's tongue fern,Noun
addible,Adjective
addict,Noun/Verb
addicted,Adjective
addiction,Noun
addictive,Adjective
adding machine,Noun
addis ababa,Noun
addison's disease,Noun
addison's syndrome,Noun
addition,Noun
addition reaction,Noun
additional,Adjective
additionally,Adverb
additions to esther,Noun
additive,Adjective/Noun
additive inverse,Noun
addle,Verb
addle-head,Noun
addlebrained,Adjective
addled,Adjective
addlehead,Noun
addlepated,Adjective
address,Noun/Verb
addressable,Adjective
addressed,Adjective
addressee,Noun
addressing machine,Noun
addressograph,Noun
adduce,Verb
adducent,Adjective
adducer,Noun
adducing,Noun
adduct,Noun/Verb
adducting,Adjective
adduction,Noun
adductive,Adjective
adductor,Noun
adductor muscle,Noun
ade,Noun
adelaide,Noun
adelges,Noun
adelges abietis,Noun
adelges piceae,Noun
adelgid,Noun
adelgidae,Noun
adelie,Noun
adelie coast,Noun
adelie land,Noun
adelie penguin,Noun
adeline virginia stephen woolf,Noun
aden,Noun
aden-abyan islamic army,Noun
adenanthera,Noun
adenanthera pavonina,Noun
adenauer,Noun
adenine,Noun
adenitis,Noun
adenium,Noun
adenium multiflorum,Noun
adenium obesum,Noun
adenocarcinoma,Noun
adenocarcinomatous,Adjective
adenohypophysis,Noun
adenoid,Adjective/Noun
adenoidal,Adjective
adenoidectomy,Noun
adenoma,Noun
adenomatous polyp,Noun
adenomegaly,Noun
adenomyosarcoma,Noun
adenomyosis,Noun
adenopathy,Noun
adenosine,Noun
adenosine deaminase,Noun
adenosine diphosphate,Noun
adenosine monophosphate,Noun
adenosine triphosphate,Noun
adenosis,Noun
adenota,Noun
adenota vardoni,Noun
adenovirus,Noun
adenylic acid,Noun
adept,Adjective/Noun
adeptness,Noun
adequacy,Noun
adequate,Adjective
adequate to,Adjective
adequately,Adverb
adequateness,Noun
ader wax,Noun
adermin,Noun
adesite,Noun
adh,Noun
adhd,Noun
adhere,Verb
adherence,Noun
adherent,Adjective/Noun
adhesion,Noun
adhesion contract,Noun
adhesive,Adjective/Noun
adhesive agent,Noun
adhesive bandage,Noun
adhesive friction,Noun
adhesive material,Noun
adhesive plaster,Noun
adhesive tape,Noun
adhesiveness,Noun
adhocracy,Noun
adi granth,Noun
adiabatic,Adjective
adiabatic process,Noun
adiantaceae,Noun
adiantum,Noun
adiantum bellum,Noun
adiantum capillus-veneris,Noun
adiantum pedatum,Noun
adiantum tenerum,Noun
adiantum tenerum farleyense,Noun
adience,Noun
adient,Adjective
adieu,Noun
adige,Noun
adios,Noun
adipic acid,Noun
adipose,Adjective
adipose cell,Noun
adipose tissue,Noun
adipose tumor,Noun
adiposeness,Noun
adiposis,Noun
adiposity,Noun
adirondack mountains,Noun
adirondacks,Noun
adit,Noun
aditi,Noun
aditya,Noun
adjacency,Noun
adjacent,Adjective
adjectival,Adjective
adjectivally,Adverb
adjective,Adjective/Noun
adjectively,Adverb
adjoin,Verb
adjoining room,Noun
adjourn,Verb
adjournment,Noun
adjudge,Verb
adjudicate,Verb
adjudication,Noun
adjudicative,Adjective
adjudicator,Noun
adjudicatory,Adjective
adjunct,Adjective/Noun
adjunction,Noun
adjunctive,Adjective
adjuration,Noun
adjuratory,Adjective
adjure,Verb
adjust,Verb
adjustable,Adjective
adjustable spanner,Noun
adjustable wrench,Noun
adjusted,Adjective
adjuster,Noun
adjusting entry,Noun
adjustive,Adjective
adjustment,Noun
adjustor,Noun
adjutant,Noun
adjutant bird,Noun
adjutant general,Noun
adjutant stork,Noun
adjuvant,Adjective/Noun
adlai ewing stevenson,Noun
adlai stevenson,Noun
adlumia,Noun
adlumia fungosa,Noun
adman,Noun
admass,Noun
admeasure,Verb
administer,Verb
administrable,Adjective
administrate,Verb
administration,Noun
administrative,Adjective
administrative body,Noun
administrative data processing,Noun
administrative district,Noun
administrative division,Noun
administrative hearing,Noun
administrative law,Noun
administrative official,Noun
administrative unit,Noun
administratively,Adverb
administrator,Noun
administrivia,Noun
admirability,Noun
admirable,Adjective
admirableness,Noun
admirably,Adverb
admiral,Noun
admiral byrd,Noun
admiral dewey,Noun
admiral nelson,Noun
admiral nimitz,Noun
admiralty,Noun
admiralty brass,Noun
admiralty island,Noun
admiralty islands,Noun
admiralty law,Noun
admiralty metal,Noun
admiralty mile,Noun
admiralty range,Noun
admiration,Noun
admire,Verb
admired,Adjective
admirer,Noun
admiringly,Adverb
admissibility,Noun
admissible,Adjective
admission,Noun
admission charge,Noun
admission day,Noun
admission fee,Noun
admission price,Noun
admissive,Adjective
admit,Verb
admittable,Adjective
admittance,Noun
admittedly,Adverb
admittible,Adjective
admix,Verb
admixture,Noun
admonish,Verb
admonisher,Noun
admonishing,Adjective
admonishment,Noun
admonition,Noun
admonitory,Adjective
adnate,Adjective
adnexa,Noun
adnexal,Adjective
adnoun,Noun
ado,Noun
adobe,Noun
adobe brick,Noun
adobe house,Noun
adobe lily,Noun
adobo,Noun
adolesce,Verb
adolescence,Noun
adolescent,Adjective/Noun
adolf eichmann,Noun
adolf hitler,Noun
adolf loos,Noun
adolf windaus,Noun
adolph simon ochs,Noun
adolphe sax,Noun
adonic,Adjective/Noun
adonic line,Noun
adonis,Noun
adonis annua,Noun
adopt,Verb
adoptable,Adjective
adopted,Adjective
adoptee,Noun
adopter,Noun
adoption,Noun
adoptive,Adjective
adoptive parent,Noun
adorability,Noun
adorable,Adjective
adorableness,Noun
adorably,Adverb
adoration,Noun
adore,Verb
adored,Adjective
adorer,Noun
adoring,Adjective
adoringly,Adverb
adorn,Verb
adorned,Adjective
adornment,Noun
adoxography,Noun
adp,Noun
adp system,Noun
adpressed,Adjective
adps,Noun
adrenal,Adjective/Noun
adrenal cortex,Noun
adrenal cortical steroid,Noun
adrenal gland,Noun
adrenal medulla,Noun
adrenalectomy,Noun
adrenalin,Noun
adrenaline,Noun
adrenarche,Noun
adrenergic,Adjective/Noun
adrenergic agonist eyedrop,Noun
adrenergic drug,Noun
adrenocortical,Adjective
adrenocorticotrophic,Adjective
adrenocorticotrophic hormone,Noun
adrenocorticotrophin,Noun
adrenocorticotropic,Adjective
adrenocorticotropic hormone,Noun
adrenocorticotropin,Noun
adrenosterone,Noun
adrian,Noun
adrianople,Noun
adrianopolis,Noun
adriatic,Noun
adriatic sea,Noun
adrift,Adjective/Adverb
adroit,Adjective
adroitly,Adverb
adroitness,Noun
adscititious,Adjective
adscript,Adjective
adscripted,Adjective
adsorb,Verb
adsorbable,Adjective
adsorbate,Adjective/Noun
adsorbent,Adjective/Noun
adsorbent material,Noun
adsorption,Noun
adsorptive,Adjective
adsuki bean,Noun
adulate,Verb
adulation,Noun
adulator,Noun
adulatory,Adjective
adult,Adjective/Noun
adult body,Noun
adult education,Noun
adult female,Noun
adult female body,Noun
adult intelligence,Noun
adult male,Noun
adult male body,Noun
adult respiratory distress syndrome,Noun
adult tooth,Noun
adult-onset diabetes,Noun
adult-onset diabetes mellitus,Noun
adulterant,Adjective/Noun
adulterate,Adjective/Verb
adulterated,Adjective
adulterating,Adjective
adulteration,Noun
adulterator,Noun
adulterer,Noun
adulteress,Noun
adulterine,Adjective
adulterous,Adjective
adulterously,Adverb
adultery,Noun
adulthood,Noun
adumbrate,Verb
adumbration,Noun
adumbrative,Adjective
adust,Adjective
advance,Adjective/Noun/Verb
advance death benefit,Noun
advanced,Adjective
advanced research and development activity,Noun
advancement,Noun
advancer,Noun
advancing,Adjective
advantage,Noun/Verb
advantageous,Adjective
advantageously,Adverb
advantageousness,Noun
advect,Verb
advection,Noun
advective,Adjective
advent,Noun
advent sunday,Noun
adventism,Noun
adventist,Noun
adventitia,Noun
adventitial,Adjective
adventitious,Adjective
adventitious root,Noun
adventive,Adjective
adventure,Noun/Verb
adventure story,Noun
adventurer,Noun
adventuresome,Adjective
adventuress,Noun
adventurism,Noun
adventuristic,Adjective
adventurous,Adjective
adventurousness,Noun
adverb,Noun
adverbial,Adjective/Noun
adverbially,Adverb
adversary,Noun
adversative,Adjective
adversative conjunction,Noun
adverse,Adjective
adverse opinion,Noun
adverse witness,Noun
adversely,Adverb
adversity,Noun
advert,Noun/Verb
advertence,Noun
advertency,Noun
advertent,Adjective
advertently,Adverb
advertise,Verb
advertised,Adjective
advertisement,Noun
advertiser,Noun
advertising,Noun
advertising agency,Noun
advertising campaign,Noun
advertising department,Noun
advertising division,Noun
advertize,Verb
advertizement,Noun
advertizer,Noun
advertizing,Noun
advertorial,Noun
advice,Noun
advice and consent,Noun
advil,Noun
advisability,Noun
advisable,Adjective
advise,Verb
advised,Adjective
advisedly,Adverb
advisee,Noun
advisement,Noun
adviser,Noun
advisor,Noun
advisory,Adjective/Noun
advisory board,Noun
advisory service,Noun
advocacy,Noun
advocate,Noun/Verb
advocator,Noun
advowson,Noun
adynamia,Noun
adynamic,Adjective
adz,Noun
adze,Noun
adzhar,Noun
adzharia,Noun
adzuki bean,Noun
aec,Noun
aecial,Adjective
aeciospore,Noun
aecium,Noun
aedes,Noun
aedes aegypti,Noun
aedes albopictus,Noun
aegadean islands,Noun
aegadean isles,Noun
aegates,Noun
aegates isles,Noun
aegean,Adjective/Noun
aegean civilisation,Noun
aegean civilization,Noun
aegean culture,Noun
aegean island,Noun
aegean sea,Noun
aegiceras,Noun
aegiceras majus,Noun
aegilops,Noun
aegilops triuncalis,Noun
aegina,Noun
aegir,Noun
aegis,Noun
aegisthus,Noun
aegospotami,Noun
aegospotamos,Noun
aegypiidae,Noun
aegypius,Noun
aegypius monachus,Noun
aegyptopithecus,Noun
aelius donatus,Noun
aeneas,Noun
aeneas silvius,Noun
aeneid,Noun
aengus,Noun
aeolia,Noun
aeolian,Adjective/Noun
aeolian harp,Noun
aeolian lyre,Noun
aeolic,Noun
aeolic dialect,Noun
aeolis,Noun
aeolotropic,Adjective
aeolus,Noun
aeon,Noun
aeonian,Adjective
aeonium,Noun
aeonium haworthii,Noun
aepyceros,Noun
aepyceros melampus,Noun
aepyornidae,Noun
aepyorniformes,Noun
aepyornis,Noun
aerate,Verb
aerated,Adjective
aeration,Noun
aerator,Noun
aerial,Adjective/Noun
aerial ladder,Noun
aerial ladder truck,Noun
aerial torpedo,Noun
aerial tramway,Noun
aerialist,Noun
aerially,Adverb
aerides,Noun
aerie,Noun
aeriferous,Adjective
aeriform,Adjective
aerify,Verb
aerobacter,Noun
aerobacter aerogenes,Noun
aerobatics,Noun
aerobe,Noun
aerobic,Adjective
aerobic exercise,Noun
aerobics,Noun
aerobiosis,Noun
aerobiotic,Adjective
aerodontalgia,Noun
aerodrome,Noun
aerodynamic,Adjective
aerodynamic force,Noun
aerodynamic lift,Noun
aerodynamics,Noun
aeroembolism,Noun
aerofoil,Noun
aerogenerator,Noun
aerogram,Noun
aerogramme,Noun
aerolite,Noun
aerolitic,Adjective
aerological,Adjective
aerology,Noun
aeromechanic,Adjective
aeromechanics,Noun
aeromedical,Adjective
aeromedicine,Noun
aeronaut,Noun
aeronautic,Adjective
aeronautical,Adjective
aeronautical engineer,Noun
aeronautical engineering,Noun
aeronautics,Noun
aerophagia,Noun
aerophilatelic,Adjective
aerophilately,Noun
aerophile,Noun
aerophilic,Adjective
aerophilous,Adjective
aerophyte,Noun
aeroplane,Noun
aerosol,Noun
aerosol bomb,Noun
aerosol can,Noun
aerosol container,Noun
aerosolise,Verb
aerosolised,Adjective
aerosolize,Verb
aerosolized,Adjective
aerospace,Noun
aerospace engineer,Noun
aerospace medicine,Noun
aertex,Noun
aery,Adjective/Noun
aeschylean,Adjective
aeschylus,Noun
aeschynanthus,Noun
aeschynanthus radicans,Noun
aesculapian,Adjective
aesculapius,Noun
aesculus,Noun
aesculus hippocastanum,Noun
aesir,Noun
aesop,Noun
aesop's fables,Noun
aesthesia,Noun
aesthesis,Noun
aesthete,Noun
aesthetic,Adjective/Noun
aesthetical,Adjective
aesthetically,Adverb
aesthetician,Noun
aesthetics,Noun
aestival,Adjective
aestivate,Verb
aestivation,Noun
aether,Noun
aethionema,Noun
aethusa,Noun
aethusa cynapium,Noun
aetiologic,Adjective
aetiological,Adjective
aetiologist,Noun
aetiology,Noun
aetobatus,Noun
aetobatus narinari,Noun
afar,Adverb
afars and issas,Noun
afeard,Adjective
afeared,Adjective
afebrile,Adjective
affability,Noun
affable,Adjective
affableness,Noun
affably,Adverb
affair,Noun
affaire,Noun
affaire d'honneur,Noun
affairs,Noun
affect,Noun/Verb
affectation,Noun
affected,Adjective
affected role,Noun
affectedly,Adverb
affectedness,Noun
affecting,Adjective
affectingly,Adverb
affection,Noun
affectional,Adjective
affectionate,Adjective
affectionately,Adverb
affectionateness,Noun
affective,Adjective
affective disorder,Noun
affenpinscher,Noun
afferent,Adjective/Noun
afferent fiber,Noun
afferent nerve,Noun
afferent neuron,Noun
affiance,Verb
affiant,Noun
affidavit,Noun
affiliate,Noun/Verb
affiliated,Adjective
affiliation,Noun
affinal,Adjective
affine,Adjective/Noun
affine geometry,Noun
affine transformation,Noun
affined,Adjective
affinity,Noun
affirm,Verb
affirmable,Adjective
affirmation,Noun
affirmative,Adjective/Noun
affirmative action,Noun
affirmative pleading,Noun
affirmatively,Adverb
affirmativeness,Noun
affirmatory,Adjective
affirmed,Noun
affirmer,Noun
affix,Noun/Verb
